dataset,n,memory_mb,build_time_ms,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
dblp_SA,460,400,11131,65829.4,13880.9,41496,58111.8,62142,74018.5,100212
dblp_SA,465,400,11131,66750.6,22356.5,39818,53732.2,56820.5,76600,127821
dblp_SA,470,400,11131,63950.4,14080.1,40296,53524,61623.5,72899.5,106393
dblp_SA,475,400,11131,57115.7,12948.8,40449,46276.2,53420,67659.5,86041
dblp_SA,480,400,11131,61083.2,13826.5,41272,51141,58625,71460.8,90117
dblp_SA,485,400,11131,64329.1,14029.4,41760,52129.2,64250.5,72541,96187
dblp_SA,490,400,11131,75741.9,26916.6,46375,59598.2,66096.5,94379.8,174389
dblp_SA,495,400,11131,65719.6,16220,48520,55036.2,60469.5,71895.5,125148
dblp_SA,500,400,11131,61681.3,16518.8,44972,50899.2,55870,69428,120319
dblp_SA,505,400,11131,59198.1,14089.1,43051,48708.2,51824,68203.5,100639
dblp_SA,510,400,11131,55522.7,9413.54,42553,48618.8,52414,61333.8,75378
dblp_SA,515,400,11131,64629.7,21976.9,43315,50568.8,59626.5,68371.2,155391
