dataset,n,memory_mb,build_time_ms,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
sources_FM,235,59.2195,24387.5,335786,40010.5,251786,311058,333370,361684,427664
sources_FM,240,59.2195,24387.5,349482,43244.6,257528,320566,354218,374397,434642
sources_FM,245,59.2195,24387.5,424221,411413,229363,314388,348961,396904,2.66054e+06
sources_FM,250,59.2195,24387.5,386671,132890,262430,337555,361844,384591,1.06451e+06
sources_FM,255,59.2195,24387.5,928885,3.2091e+06,286361,333342,365272,393064,1.85136e+07
sources_FM,260,59.2195,24387.5,364801,55892.5,245921,324642,361899,386264,497555
sources_FM,265,59.2195,24387.5,361612,46334.9,261133,327364,362218,389563,441883
sources_FM,270,59.2195,24387.5,378971,41176.2,293815,363038,374878,394452,487944
sources_FM,275,59.2195,24387.5,379891,65144.2,234588,341170,382716,409638,504310
sources_FM,280,59.2195,24387.5,437067,250776,284418,347726,379299,435510,1.76426e+06
sources_FM,285,59.2195,24387.5,442910,295837,283657,363152,399104,435837,2.03057e+06
sources_FM,290,59.2195,24387.5,471217,363251,300753,383592,412706,439313,2.4481e+06
sources_FM,295,59.2195,24387.5,406545,61634.1,277166,371668,415566,440364,524313
sources_FM,300,59.2195,24387.5,1.05222e+06,3.5658e+06,292023,393890,415820,464316,2.05897e+07
sources_FM,305,59.2195,24387.5,407282,53008,273955,377694,410740,442886,501880
sources_FM,310,59.2195,24387.5,466772,113185,312294,398190,449210,502956,960747
sources_FM,315,59.2195,24387.5,1.15782e+06,3.51796e+06,312182,474090,493680,544955,2.04058e+07
sources_FM,320,59.2195,24387.5,474247,91439.6,277257,413738,482616,515928,695018
sources_FM,325,59.2195,24387.5,477302,123379,367909,415607,446222,497736,933691
sources_FM,330,59.2195,24387.5,441041,50716.3,354931,420106,436677,465275,600677
sources_FM,335,59.2195,24387.5,467062,196937,302102,383749,443582,462463,1.4429e+06
sources_FM,340,59.2195,24387.5,473932,80122.8,343765,431096,476258,503732,775380
sources_FM,345,59.2195,24387.5,470861,75147.6,350665,421464,485868,497711,775092
sources_FM,350,59.2195,24387.5,468791,69590,331313,428310,475666,506230,659596
sources_FM,355,59.2195,24387.5,491238,91303.6,340523,439615,469368,516418,881176
sources_FM,360,59.2195,24387.5,477199,56647.3,351972,446069,481517,511724,602389
